sample_id,domain,category,target_weakness,ground_truth,hybrid_score,is_detected
phase10_adv_0048,Biology,SUBTLE_UNIT_CONVERSION_ERROR,SUBTLE_UNIT_CONVERSION_ERROR,1,0.8356,True
phase10_adv_0049,Medicine,SUBTLE_UNIT_CONVERSION_ERROR,SUBTLE_UNIT_CONVERSION_ERROR,1,0.7385,True
phase10_adv_0050,Mathematics,SUBTLE_UNIT_CONVERSION_ERROR,SUBTLE_UNIT_CONVERSION_ERROR,1,0.8427,True
phase10_adv_0051,Physics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9505,True
phase10_adv_0052,Chemistry,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9201,True
phase10_adv_0053,Biology,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8433,True
phase10_adv_0054,Medicine,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9595,True
phase10_adv_0055,Mathematics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8474,True
phase10_adv_0056,Physics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7872,True
phase10_adv_0057,Chemistry,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7569,True
phase10_adv_0058,Biology,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9326,True
phase10_adv_0059,Medicine,NEGATION_INSERTION,NEGATION_INSERTION,1,0.759,True
phase10_adv_0060,Mathematics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8886,True
phase10_adv_0061,Physics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9442,True
phase10_adv_0062,Chemistry,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7874,True
phase10_adv_0063,Biology,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9155,True
phase10_adv_0064,Medicine,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7505,True
phase10_adv_0065,Mathematics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7296,True
phase10_adv_0066,Physics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8958,True
phase10_adv_0067,Chemistry,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8322,True
phase10_adv_0068,Biology,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9673,True
phase10_adv_0069,Medicine,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9633,True
phase10_adv_0070,Mathematics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9168,True
phase10_adv_0071,Physics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.9234,True
phase10_adv_0072,Chemistry,NEGATION_INSERTION,NEGATION_INSERTION,1,0.8978,True
phase10_adv_0073,Biology,NEGATION_INSERTION,NEGATION_INSERTION,1,0.917,True
phase10_adv_0074,Medicine,NEGATION_INSERTION,NEGATION_INSERTION,1,0.7993,True
phase10_adv_0075,Mathematics,NEGATION_INSERTION,NEGATION_INSERTION,1,0.969,True
phase10_adv_0076,Physics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9242,True
phase10_adv_0077,Chemistry,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9372,True
phase10_adv_0078,Biology,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.7279,True
phase10_adv_0079,Medicine,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.783,True
phase10_adv_0080,Mathematics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8023,True
phase10_adv_0081,Physics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.949,True
phase10_adv_0082,Chemistry,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8641,True
phase10_adv_0083,Biology,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8961,True
phase10_adv_0084,Medicine,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8517,True
phase10_adv_0085,Mathematics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8414,True
phase10_adv_0086,Physics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8373,True
phase10_adv_0087,Chemistry,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8599,True
phase10_adv_0088,Biology,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9449,True
phase10_adv_0089,Medicine,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9389,True
phase10_adv_0090,Mathematics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9639,True
phase10_adv_0091,Physics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9276,True
phase10_adv_0092,Chemistry,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.733,True
phase10_adv_0093,Biology,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.7936,True
phase10_adv_0094,Medicine,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.7986,True
phase10_adv_0095,Mathematics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.7515,True
phase10_adv_0096,Physics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9717,True
phase10_adv_0097,Chemistry,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.9414,True
phase10_adv_0098,Biology,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8325,True
phase10_adv_0099,Medicine,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.7401,True
phase10_adv_0100,Mathematics,CAUSAL_REVERSAL,CAUSAL_REVERSAL,1,0.8215,True
phase10_adv_0101,Physics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7731,True
phase10_adv_0102,Chemistry,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8192,True
phase10_adv_0103,Biology,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8393,True
phase10_adv_0104,Medicine,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.9782,True
phase10_adv_0105,Mathematics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8332,True
phase10_adv_0106,Physics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7371,True
phase10_adv_0107,Chemistry,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8142,True
phase10_adv_0108,Biology,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8417,True
phase10_adv_0109,Medicine,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8017,True
phase10_adv_0110,Mathematics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7452,True
phase10_adv_0111,Physics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.9769,True
phase10_adv_0112,Chemistry,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7402,True
phase10_adv_0113,Biology,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.9099,True
phase10_adv_0114,Medicine,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8618,True
phase10_adv_0115,Mathematics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.9365,True
phase10_adv_0116,Physics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8965,True
phase10_adv_0117,Chemistry,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7368,True
phase10_adv_0118,Biology,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7272,True
phase10_adv_0119,Medicine,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7425,True
phase10_adv_0120,Mathematics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8959,True
phase10_adv_0121,Physics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7602,True
phase10_adv_0122,Chemistry,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7612,True
phase10_adv_0123,Biology,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.8178,True
phase10_adv_0124,Medicine,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.7254,True
phase10_adv_0125,Mathematics,CONDITIONAL_OMISSION,CONDITIONAL_OMISSION,1,0.9701,True
phase10_adv_0126,Physics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9038,True
phase10_adv_0127,Chemistry,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8863,True
phase10_adv_0128,Biology,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9252,True
phase10_adv_0129,Medicine,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9799,True
phase10_adv_0130,Mathematics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.753,True
phase10_adv_0131,Physics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9277,True
phase10_adv_0132,Chemistry,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9384,True
phase10_adv_0133,Biology,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8541,True
phase10_adv_0134,Medicine,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7919,True
phase10_adv_0135,Mathematics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9247,True
phase10_adv_0136,Physics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7614,True
phase10_adv_0137,Chemistry,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9764,True
phase10_adv_0138,Biology,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7858,True
phase10_adv_0139,Medicine,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9313,True
phase10_adv_0140,Mathematics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8935,True
phase10_adv_0141,Physics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8826,True
phase10_adv_0142,Chemistry,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8994,True
phase10_adv_0143,Biology,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7317,True
phase10_adv_0144,Medicine,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7403,True
phase10_adv_0145,Mathematics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8923,True
phase10_adv_0146,Physics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.8768,True
phase10_adv_0147,Chemistry,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.7761,True
phase10_adv_0148,Biology,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.948,True
phase10_adv_0149,Medicine,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.9431,True
phase10_adv_0150,Mathematics,EXCEPTION_OMISSION,EXCEPTION_OMISSION,1,0.926,True
phase10_adv_0151,Physics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.7525,True
phase10_adv_0152,Chemistry,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9438,True
phase10_adv_0153,Biology,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8212,True
phase10_adv_0154,Medicine,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.93,True
phase10_adv_0155,Mathematics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9163,True
phase10_adv_0156,Physics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.882,True
phase10_adv_0157,Chemistry,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.868,True
phase10_adv_0158,Biology,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8536,True
phase10_adv_0159,Medicine,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8564,True
phase10_adv_0160,Mathematics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8685,True
phase10_adv_0161,Physics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9754,True
phase10_adv_0162,Chemistry,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.7284,True
phase10_adv_0163,Biology,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9413,True
phase10_adv_0164,Medicine,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9599,True
phase10_adv_0165,Mathematics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9107,True
phase10_adv_0166,Physics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9525,True
phase10_adv_0167,Chemistry,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8341,True
phase10_adv_0168,Biology,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.902,True
phase10_adv_0169,Medicine,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8639,True
phase10_adv_0170,Mathematics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.8069,True
phase10_adv_0171,Physics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.7793,True
phase10_adv_0172,Chemistry,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9502,True
phase10_adv_0173,Biology,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.7551,True
phase10_adv_0174,Medicine,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9416,True
phase10_adv_0175,Mathematics,TRUE_STATEMENT_FABRICATED_DETAIL,TRUE_STATEMENT_FABRICATED_DETAIL,1,0.9756,True
phase10_adv_0176,Physics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8445,True
phase10_adv_0177,Chemistry,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.7812,True
phase10_adv_0178,Biology,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8733,True
phase10_adv_0179,Medicine,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.878,True
phase10_adv_0180,Mathematics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.827,True
phase10_adv_0181,Physics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9107,True
phase10_adv_0182,Chemistry,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9367,True
phase10_adv_0183,Biology,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9146,True
phase10_adv_0184,Medicine,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.7329,True
phase10_adv_0185,Mathematics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9587,True
phase10_adv_0186,Physics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.7989,True
phase10_adv_0187,Chemistry,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9565,True
phase10_adv_0188,Biology,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8025,True
phase10_adv_0189,Medicine,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9002,True
phase10_adv_0190,Mathematics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8258,True
phase10_adv_0191,Physics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8842,True
phase10_adv_0192,Chemistry,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9173,True
phase10_adv_0193,Biology,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9249,True
phase10_adv_0194,Medicine,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8774,True
phase10_adv_0195,Mathematics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.873,True
phase10_adv_0196,Physics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8441,True
phase10_adv_0197,Chemistry,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.8928,True
phase10_adv_0198,Biology,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.9314,True
phase10_adv_0199,Medicine,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.7344,True
phase10_adv_0200,Mathematics,PLAUSIBLE_MECHANISM_HALLUCINATION,PLAUSIBLE_MECHANISM_HALLUCINATION,1,0.7895,True
phase10_adv_0201,Physics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7669,True
phase10_adv_0202,Chemistry,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8216,True
phase10_adv_0203,Biology,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7982,True
phase10_adv_0204,Medicine,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8251,True
phase10_adv_0205,Mathematics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8051,True
phase10_adv_0206,Physics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9602,True
phase10_adv_0207,Chemistry,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7932,True
phase10_adv_0208,Biology,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9036,True
phase10_adv_0209,Medicine,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.823,True
phase10_adv_0210,Mathematics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7757,True
phase10_adv_0211,Physics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.8508,True
phase10_adv_0212,Chemistry,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9264,True
phase10_adv_0213,Biology,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7606,True
phase10_adv_0214,Medicine,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9658,True
phase10_adv_0215,Mathematics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.7287,True
phase10_adv_0216,Physics,CORRELATION_PRESENTED_AS_CAUSATION,CORRELATION_PRESENTED_AS_CAUSATION,1,0.9096,True
